mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion,speaker,source,file,file_path,file_exists
-527.461,108.49837,6.2078576,18.688086,4.222435,8.152343,-10.305053,-9.359104,-15.881861,-10.6560135,0.88583785,0.37870198,-0.25792837,-8.947025,0.92627466,-2.8864453,-9.891372,-5.2809052,-3.8147168,-1.6364388,-14.329653,-0.5157928,-2.5070999,-8.814754,-4.460207,0.16137725,-10.287972,1.8875574,-8.159902,-0.63193554,-7.4456496,-3.7969735,-4.7863317,-5.237378,-8.162068,-0.7703626,-3.4673789,-6.2425184,-8.457473,-5.061611,calm,1,ravdess,03-01-02-02-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-01-01.wav,True
-506.67426,109.67476,-1.2771486,26.903315,6.81771,4.969771,-9.661441,-13.598666,-17.34249,-9.7627,4.0301843,-1.8190173,1.0565614,-10.084555,-1.3519284,-1.5480739,-10.621601,-5.6509247,-1.9841229,-1.7218908,-14.737364,-2.7717764,-2.3267157,-8.310954,-3.0236192,-1.9494836,-8.919026,0.49636808,-6.0688896,-2.362376,-8.08005,-5.126972,-6.781555,-5.1352606,-8.6254015,-1.3878676,-4.0322385,-7.2759085,-8.848473,-6.9654946,calm,1,ravdess,03-01-02-02-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-02-01.wav,True
-434.06412,123.62624,-12.899035,25.5332,3.8508477,-9.731235,-12.680839,-13.417366,-25.771008,-9.187787,-6.099633,-15.843839,1.2830737,-11.970828,-7.2951994,3.327418,-19.003828,-6.558769,-5.7670093,-6.716951,-13.613789,-0.095194235,-6.7347794,-9.987801,-5.7115755,-4.7881746,-12.171124,0.10378202,-8.981226,-1.9945682,-5.866325,-5.5624266,-5.3473225,-7.779316,-8.619499,-4.952806,-6.1664596,-2.556537,-4.5263247,-1.0683002,happy,1,ravdess,03-01-03-01-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-01-01.wav,True
-460.50876,120.59037,-17.228426,26.474747,9.47463,-6.0406384,-15.547121,-11.0849,-28.8018,-4.270088,-1.665665,-14.678971,5.349377,-10.255905,-6.845854,4.156078,-17.445465,-6.885532,-0.4589843,-4.5115466,-13.463233,-0.8116739,-8.043668,-12.047854,-2.1324127,-3.2665446,-8.109278,-1.9208636,-8.249983,-3.1356342,-3.7836146,-7.436903,-3.752582,-5.977214,-6.211948,-3.5508304,-2.605866,-4.369954,-4.6889787,-2.0842915,happy,1,ravdess,03-01-03-01-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-02-01.wav,True
-451.08545,123.47197,-3.418233,27.179432,-1.9641427,-5.2616596,-12.695424,-13.785054,-29.686497,-12.529334,2.4256885,-14.562833,3.2737007,-11.19973,-3.9763856,1.5119534,-16.288246,-5.1274905,-2.6221483,-8.112084,-11.448955,-4.174713,-6.6890707,-9.067101,-6.0165854,-0.64240193,-12.240341,1.2363789,-7.27011,-1.8946509,-5.2242,-5.0139856,-5.5468516,-6.9203835,-7.8676043,-4.643858,-4.4286137,-3.2281399,-7.8321943,-4.489896,happy,1,ravdess,03-01-03-01-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.wav,True
-445.37372,105.76087,-6.3105426,30.29395,-1.3491648,-3.6953568,-8.793813,-13.771105,-29.140741,-11.838752,-1.6187153,-11.04331,3.259379,-11.332432,-4.109397,0.012878574,-17.917078,-5.34798,-4.073796,-7.0019956,-12.421674,-3.0323038,-6.2167897,-9.020182,-6.7411857,-0.21958438,-14.025513,0.10819443,-9.160932,-2.155093,-6.4077044,-4.5172915,-6.140164,-6.3747883,-7.8362236,-3.6230867,-5.0247006,-5.3546023,-9.368229,-3.5656934,happy,1,ravdess,03-01-03-01-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,True
-385.3472,98.61836,-17.843323,8.539374,-7.9827824,-7.2325897,-28.061178,-18.844467,-22.742556,-20.839645,-4.0623384,-14.332775,-4.9210076,-10.04822,-14.143799,-2.5046008,-19.062548,-7.9717474,-6.9885015,-11.55283,-11.729747,-6.0599136,-9.660181,-10.740425,-7.259482,-3.9510238,-4.1510043,6.542026,2.9120944,2.5927951,-4.6369834,-2.5544732,-2.094027,4.716881,4.1385703,12.492461,5.9853086,2.4336205,-2.0572484,-0.8431671,happy,1,ravdess,03-01-03-02-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,True
-377.05484,103.58891,-26.820845,9.119331,-2.8243916,-10.469889,-25.247776,-14.868795,-33.150383,-22.219585,0.55692387,-19.301636,-4.2753816,-7.6862597,-17.762732,-1.699375,-17.692753,-13.987655,-6.065344,-12.398089,-14.397695,-8.119514,-8.387153,-11.123373,-5.7413464,0.8845106,-10.629942,0.33544835,-3.2288017,-6.4235115,-3.036734,3.014428,2.1022315,5.0560293,0.6003575,9.188106,8.774054,12.015068,4.944455,1.571175,happy,1,ravdess,03-01-03-02-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,True
-343.72998,84.959236,-18.758696,12.491681,-5.1425886,-9.008867,-21.767206,-14.696766,-35.730453,-12.6884365,-1.9916271,-18.713577,-0.46577004,-9.214849,-16.015574,1.5694997,-20.32052,-8.043732,-4.9083343,-10.053752,-14.3887205,-5.2795067,-10.0589695,-11.29551,-9.184533,-6.9076076,-13.213926,-5.0760903,-9.73343,-3.830647,-1.0428983,-0.4473003,4.4263372,3.0654268,2.4046795,3.61368,5.4589467,4.8527074,3.087342,5.1761146,happy,1,ravdess,03-01-03-02-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.wav,True
-351.04266,87.78546,-18.9764,7.2525125,-6.3781257,-9.836133,-20.189646,-18.025383,-33.647007,-16.1339,-4.9503756,-14.1219425,-1.6928606,-6.445893,-17.177095,-0.5038818,-17.121012,-11.96314,-4.780672,-6.2946587,-15.6274,-4.838583,-8.630685,-13.050722,-8.363133,-3.6651785,-12.560326,-3.8317099,-8.58033,-6.0212903,-6.115928,-3.8992784,-4.6444335,4.170307,0.29064086,6.892608,3.3846424,4.093351,2.086135,5.907022,happy,1,ravdess,03-01-03-02-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.wav,True
-513.22363,119.26658,-7.5787435,25.535244,12.741133,-5.9138365,-4.9522142,-16.334793,-22.129642,-7.761534,-8.217227,-4.16841,-0.84697795,-13.464638,-4.196153,-1.913039,-10.675422,-9.545649,-6.859705,-1.6811903,-14.772843,-4.534768,-5.089541,-10.785108,-4.653875,-3.986924,-9.546381,-2.71323,-4.9561863,-4.070436,-4.721391,-4.250716,-4.7271132,-4.748357,-8.832034,-5.454651,-4.690179,-4.6474223,-7.3847446,-5.976709,sad,1,ravdess,03-01-04-01-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,True
-501.78848,126.87224,-9.400286,30.942467,12.597974,-6.4786043,-2.2604017,-15.30863,-21.68872,-11.993454,-4.4184494,-4.2044344,-2.1380112,-9.333297,-2.9686172,-0.8603135,-9.985767,-6.997813,-3.950239,-0.23288694,-16.917675,-3.7345526,-3.4371743,-9.964054,-3.6779585,-3.4381428,-9.143507,-3.9373693,-7.131484,-2.2137501,-3.6856391,-3.9680996,-4.144231,-2.2682064,-8.284241,-0.86937547,-4.353883,-5.0711937,-6.9638777,-6.043129,sad,1,ravdess,03-01-04-01-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,True
-514.5408,128.17809,-9.591345,31.663254,11.998968,-6.7848916,-4.835098,-17.938278,-25.729574,-10.2538805,-3.0986948,-3.513864,-2.232655,-7.4386086,-6.721348,0.56065196,-11.579872,-14.227845,-0.40962344,-1.5245799,-15.681743,-4.9357386,-5.8834977,-10.438844,-3.6055372,-1.8628571,-7.3554344,-0.3557433,-8.024269,0.056048825,-5.9565854,-7.2342873,-4.171577,-3.6209667,-7.5463767,-2.3332021,-2.579631,-5.152792,-9.588176,-6.530622,sad,1,ravdess,03-01-04-01-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-01-01.wav,True
-495.29623,119.7042,-4.5607443,36.16182,10.268322,-5.2342935,1.0829028,-16.640844,-27.436007,-11.412782,-8.205739,-6.7869105,0.09381137,-9.380112,-6.898038,3.8142905,-8.871249,-9.481661,-2.324926,0.25054008,-16.614454,-4.9379263,-4.6813636,-8.499083,-3.805699,-2.0998547,-10.40467,-5.4768443,-5.91171,-0.67418236,-4.5551233,-3.6369205,-4.833698,-5.2590203,-8.973465,-3.4370732,-4.6052938,-3.723043,-6.170325,-5.968576,sad,1,ravdess,03-01-04-01-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-02-01.wav,True
-493.83105,121.823265,-3.0828168,29.577917,11.112503,-8.287098,-5.6496696,-18.568552,-22.626612,-5.7331333,-7.87163,-8.016795,-1.9479804,-12.775464,-5.6416416,0.24069884,-12.131547,-8.01086,-6.8298,-2.0931423,-12.68845,-3.7936754,-6.245489,-11.266052,-5.0152164,-2.9502997,-8.556194,-0.06764446,-4.997857,-1.8048726,-6.779428,-2.950423,-7.3167205,-4.444508,-8.61187,-3.5366497,-4.827277,-6.4281273,-6.281303,-7.005567,sad,1,ravdess,03-01-04-02-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-01-01.wav,True
-433.6783,111.22429,-10.61206,22.023254,7.136577,-8.528301,-17.89343,-14.642554,-33.558445,-9.266057,-4.8943024,-15.456157,1.1500503,-11.7927,-12.577057,2.9296863,-20.871521,-8.383894,-1.8178078,-6.2647405,-14.453928,-4.754971,-14.970928,-8.287057,-9.119018,-3.5954828,-10.555615,-5.4225655,-5.9049997,-3.4665928,-6.569306,-6.0827475,-7.1683483,-3.8939228,-7.4380307,1.521545,-0.93451864,-4.256621,-7.3872743,-3.9616244,sad,1,ravdess,03-01-04-02-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-02-01.wav,True
-429.27875,108.37126,-15.979887,27.876741,6.0103326,-9.279927,-14.615539,-17.767775,-39.008083,-10.988417,-5.169176,-14.897634,1.2328062,-11.879471,-8.860452,2.7409823,-14.645375,-9.862239,-5.5697894,-5.2376556,-15.9720545,-7.6429634,-4.8882155,-12.079511,-9.921833,-2.1156757,-14.17176,-2.8439968,-7.9026957,-4.16836,-7.293666,-5.030686,-7.4240932,-5.5690002,-8.340878,-4.935002,-1.6391826,-1.2379627,-0.8412301,0.109362826,sad,1,ravdess,03-01-04-02-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-01-01.wav,True
-397.3705,98.671364,-11.736289,24.357338,1.959348,-9.548553,-15.94986,-18.80143,-34.455444,-9.190782,-4.434998,-13.253261,1.4024297,-12.994416,-8.666583,2.6643996,-17.174568,-9.340851,-5.662213,-6.4592347,-15.221366,-4.4531317,-5.8911157,-11.83274,-6.7488956,-2.2905583,-12.125233,0.4995934,-9.900183,-1.8646303,-6.9638267,-4.778471,-7.8463044,-6.099087,-7.3539414,-3.343737,-2.9234977,-4.8834424,-6.241369,-4.092573,sad,1,ravdess,03-01-04-02-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,True
-356.7029,82.89585,-8.331769,23.992939,-6.074459,-7.6588697,-8.429735,0.45740548,-25.41627,-11.402713,-2.7873557,-9.568277,-0.8988535,-10.206598,-7.190512,-2.5921407,-12.961754,-3.8861108,-7.826607,-6.860936,-9.89242,-4.428271,-8.273424,-7.571586,-6.3211937,-3.0221167,-10.637564,2.9256637,-4.16143,-1.7492332,0.21293402,-0.16233766,-3.5029325,-3.3270538,-4.6804867,-0.08450887,-2.7007575,0.11174474,-7.484212,-2.4926636,angry,1,ravdess,03-01-05-01-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,True
-342.11487,73.236855,-8.065655,17.674734,-11.154684,-8.159592,-12.428367,-13.055398,-24.419973,-14.207366,-9.540787,-11.776574,-4.8709965,-11.013629,-8.395562,-5.5513635,-17.659748,-3.9375498,-10.893967,-8.5054455,-8.443336,-4.603288,-3.9696243,-2.8905284,-3.3987427,-0.63811094,-6.4813366,-0.04822809,-5.6995196,-4.089526,-2.6561878,-3.895748,-4.084675,-3.318857,-4.4101243,3.153181,0.089497805,5.5303774,-0.5554246,2.4701116,angry,1,ravdess,03-01-05-01-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,True
-372.21655,90.64702,-3.5254498,25.45984,-5.224171,-7.614258,-12.040869,-12.165112,-30.147635,-11.980463,-9.691184,-9.653843,-2.4194143,-12.970104,-5.6025357,-0.65295225,-18.491611,-5.8502593,-4.1098647,-10.177289,-13.171765,-4.2531276,-8.031489,-10.505757,-6.959391,-4.6288414,-11.723011,-2.301194,-6.117196,-3.883323,-1.4517474,-2.3571348,-2.1018047,-1.9236648,-4.7672043,0.7317404,-2.2791677,-1.0220435,-4.743298,-0.23686235,angry,1,ravdess,03-01-05-01-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,True
-341.06815,80.92845,-7.0551057,17.697145,-4.409893,-11.022975,-8.343137,-11.701834,-32.188732,-13.512319,-7.2425637,-12.0794735,-0.44167224,-12.033048,-10.343435,1.718006,-20.358477,-3.668196,-3.707216,-11.016134,-13.193324,-1.0170076,-10.111978,-8.410053,-6.8998795,-5.7722454,-12.301391,-3.8230495,-7.0334554,-2.3345387,-0.96095306,-2.33311,0.00018248687,-3.417144,-5.310893,1.8062441,-3.1639934,1.883075,-2.98697,-1.7230146,angry,1,ravdess,03-01-05-01-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,True
-173.18271,43.842655,-37.403355,-2.3683307,-26.517874,-13.324248,-22.839396,-19.711147,-23.257942,-16.80237,-13.622465,-8.816979,-13.412744,-12.262315,-10.946968,-4.2985854,-13.668184,5.7976727,4.1197014,7.8295712,7.11601,9.36612,8.812315,1.5719204,0.2770666,0.7245592,-5.1559315,3.4327602,3.3284752,-2.2864256,-1.9282898,-2.3738241,2.2023728,2.039075,-4.7073517,2.4320307,2.4371703,2.5613053,-4.2263975,-0.4749746,angry,1,ravdess,03-01-05-02-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,True
-232.63858,52.586704,-24.686073,4.359242,-17.346285,-14.418435,-15.524961,-6.257891,-26.541515,-15.939799,-11.410083,-15.505786,-8.115228,-8.868104,-12.373353,-7.495269,-23.648594,-11.490636,-10.602384,-13.32958,-10.942372,-3.3575819,-2.3431299,5.247175,12.452112,10.386395,2.1578975,6.320718,-2.5776834,2.4729204,7.182672,4.5992475,0.09499454,-0.34686077,-3.818248,3.4847732,1.848884,1.2709352,-4.653915,-1.1612005,angry,1,ravdess,03-01-05-02-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,True
-227.30022,42.292656,-19.93731,7.596096,-17.18876,-13.754775,-14.009096,-5.7259154,-26.331383,-12.846594,-6.609784,-11.60098,-4.251821,-8.1564045,-13.369257,-3.4129364,-18.39162,-2.876344,-6.7719665,-6.7071276,-4.4266257,-0.16921555,-3.0624757,0.4414487,1.3300627,5.5414667,-1.7009535,1.6310316,-0.026657708,2.5959632,0.9809453,0.8262659,-1.7987626,2.020205,0.3552478,4.4150248,1.7370695,5.729484,1.2927179,3.8038924,angry,1,ravdess,03-01-05-02-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,True
-130.59521,35.236084,-36.82192,-6.3301134,-21.716925,-15.551323,-29.438786,-17.35322,-26.5248,-17.757133,-4.730263,-14.806594,-11.337044,-7.315077,-8.55253,-2.3756955,-9.622657,4.350136,9.483538,4.2334905,1.7876102,4.478398,3.0394278,3.8824646,2.4414642,-1.6672997,-8.309958,-1.6928803,-1.6428392,-0.291165,-3.841076,-3.7456903,-1.7849487,0.92963946,-1.633009,2.3184867,0.49491432,3.3218713,-2.3560119,-3.1157756,angry,1,ravdess,03-01-05-02-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,True
-397.3337,106.94453,-6.677093,20.780313,11.11548,-8.503891,-8.86942,-16.440481,-27.97037,-4.510102,-11.366903,-6.7381,3.2521868,-14.728708,-4.195907,4.8743005,-14.835495,-7.3173904,-3.679395,-5.5648994,-13.4246855,-2.2858672,-7.637144,-8.672887,-4.5794616,-2.1588717,-9.355312,0.09824492,-10.134251,-2.8153472,-5.1625166,-4.701492,-6.6046906,-3.1128027,-8.633696,-4.171089,-1.9241605,-2.3327513,-2.1609955,1.2736046,fearful,1,ravdess,03-01-06-01-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,True
-407.80273,105.171585,-16.340195,17.790808,5.072655,-11.662334,-16.397913,-23.217655,-33.9531,-10.631796,-9.012416,-13.167232,0.008842012,-14.979233,-6.9239182,4.4139333,-17.35294,-9.685439,-6.1294684,-9.049097,-13.419174,-2.5966728,-9.966527,-11.622141,-7.0507903,-4.1895733,-12.605413,-2.133012,-8.224144,-5.743728,-8.414726,-3.5628753,-5.801187,2.335548,-1.7803009,2.7988358,2.140963,2.3530133,-3.4989119,1.1849064,fearful,1,ravdess,03-01-06-01-01-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,True
-408.97455,106.0168,-3.2879434,27.084805,11.068454,-2.0543315,-9.96326,-15.486442,-23.790667,-4.1558228,-5.009684,-4.9049563,0.8135111,-10.406462,-4.948985,2.9870687,-11.01643,-7.476293,-0.98147947,2.4838073,-15.291562,-4.14422,-5.949914,-9.31517,-8.125788,-1.486284,-10.458117,-0.5768739,-6.556109,-1.9907336,-4.265215,-2.8467937,-6.5435243,-4.349471,-8.081381,-3.7177436,-2.5790923,-3.5488915,-7.504087,-5.3851023,fearful,1,ravdess,03-01-06-01-02-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,True
-422.64148,98.91589,-11.127885,25.951342,8.959514,-4.0153184,-8.2288885,-19.210981,-22.972113,-6.8429585,-6.381392,-4.731235,-1.9516515,-10.934816,-2.481422,-2.274339,-8.145976,-9.540235,-3.496664,1.6982272,-15.825274,-1.48878,-6.949986,-8.03483,-5.346053,-3.8678963,-11.877508,-1.6288136,-8.765674,-2.230178,-6.1198816,-1.6159705,-9.178188,-4.3845882,-9.095505,-3.3155982,-3.7255592,-5.6304116,-7.46415,-6.244388,fearful,1,ravdess,03-01-06-01-02-02-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,True
-345.0933,51.86861,-15.553215,9.18586,-1.8154949,-0.9563365,-11.399233,-9.326873,-20.305746,-6.6971755,-2.3262465,-6.79269,-2.735273,-6.725627,-6.466824,5.5071173,-6.932542,-9.347623,-5.110177,-4.0780725,-11.72966,-1.5595094,-2.4635482,-1.6842637,-0.6223721,6.56453,-0.32527602,5.2518425,3.989042,1.4258891,6.148119,6.145539,2.9476168,4.3947477,-1.8627154,1.8893677,3.3029523,4.4200926,0.2157983,2.940882,fearful,1,ravdess,03-01-06-02-01-01-01.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,True
